SO49205,1,2021-01-04,Rebekah Serrano,rebekah36@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49204,1,2021-01-04,Monique Blanco,monique12@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49212,1,2021-01-04,Olivia Coleman,olivia51@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49210,1,2021-01-04,Timothy James,timothy9@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49203,1,2021-01-04,Louis Ye,louis3@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO49201,1,2021-01-04,Jaime Diaz,jaime3@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49202,1,2021-01-04,Audrey Gutierrez,audrey12@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49200,1,2021-01-04,Blake Taylor,blake8@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49215,1,2021-01-04,Kathryn Deng,kathryn1@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO49213,1,2021-01-04,Anne Martin,anne1@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49209,1,2021-01-04,Dana Suarez,dana12@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49208,1,2021-01-04,Alexis Powell,alexis31@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49207,1,2021-01-04,Jordan Roberts,jordan58@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49206,1,2021-01-04,Adam Powell,adam6@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49214,1,2021-01-04,Bobby Ray,bobby7@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49216,1,2021-01-04,Rafael Sun,rafael14@adventure-works.com,"Road-650 Red, 44",1,782.99,62.6392
SO49211,1,2021-01-04,Rachel Perry,rachel55@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49221,1,2021-01-05,Brett Martinez,brett17@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49217,1,2021-01-05,Russell Sharma,russell12@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49220,1,2021-01-05,Arthur Chandra,arthur4@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49219,1,2021-01-05,Priscilla Rai,priscilla16@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49224,1,2021-01-05,Sydney Sanders,sydney22@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49222,1,2021-01-05,Chloe Scott,chloe11@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49223,1,2021-01-05,Jonathan Thompson,jonathan69@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49218,1,2021-01-05,Caitlin Rivera,caitlin14@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49227,1,2021-01-06,Russell Jai,russell14@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49229,1,2021-01-06,Denise Martinez,denise18@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49234,1,2021-01-06,Steven Bell,steven23@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO49232,1,2021-01-06,Jason Allen,jason50@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO49233,1,2021-01-06,Calvin Raji,calvin20@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO49235,1,2021-01-06,Destiny Peterson,destiny40@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO49226,1,2021-01-06,Bridget Andersen,bridget15@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49225,1,2021-01-06,Gilbert Guo,gilbert15@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49230,1,2021-01-06,Taylor Washington,taylor38@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49238,1,2021-01-06,Krystal Zhou,krystal8@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49237,1,2021-01-06,Mandy Lin,mandy9@adventure-works.com,"Road-550-W Yellow, 42",1,1000.4375,80.035
SO49236,1,2021-01-06,Edwin Sharma,edwin32@adventure-works.com,"Road-550-W Yellow, 48",1,1000.4375,80.035
SO49231,1,2021-01-06,Nathan Butler,nathan10@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49228,1,2021-01-06,Chloe Ross,chloe70@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49245,1,2021-01-07,Alberto Hernandez,alberto5@adventure-works.com,"Road-550-W Yellow, 48",1,1000.4375,80.035
SO49246,1,2021-01-07,Bruce Jim�nez,bruce28@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49242,1,2021-01-07,Ronnie Yang,ronnie4@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49244,1,2021-01-07,Cody Stewart,cody22@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49239,1,2021-01-07,Roger Shen,roger29@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49240,1,2021-01-07,Johnny Anand,johnny23@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49241,1,2021-01-07,Samuel Diaz,samuel21@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49243,1,2021-01-07,Kristi Sanchez,kristi38@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49251,1,2021-01-08,Sarah Gonzales,sarah41@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49256,1,2021-01-08,Raquel Hernandez,raquel2@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49253,1,2021-01-08,Emma Bradley,emma31@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49254,1,2021-01-08,Edwin Zheng,edwin20@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49252,1,2021-01-08,Brianna Sanchez,brianna25@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49250,1,2021-01-08,Jeremy Rogers,jeremy45@adventure-works.com,"Road-650 Black, 52",1,782.99,62.6392
SO49247,1,2021-01-08,Kathleen Alvarez,kathleen6@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49248,1,2021-01-08,Jake Xu,jake11@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49249,1,2021-01-08,Tommy Raje,tommy10@adventure-works.com,"Road-550-W Yellow, 42",1,1000.4375,80.035
SO49255,1,2021-01-08,Jonathan Yang,jonathan26@adventure-works.com,"Road-650 Red, 44",1,782.99,62.6392
SO49257,1,2021-01-08,Amber Adams,amber16@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO49258,1,2021-01-09,Valerie Zhou,valerie10@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49262,1,2021-01-09,Cedric Ye,cedric10@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49263,1,2021-01-09,Jose Shan,jose25@adventure-works.com,"Road-650 Black, 52",1,782.99,62.6392
SO49265,1,2021-01-09,Manuel Lopez,manuel15@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49266,1,2021-01-09,Nathaniel Rivera,nathaniel18@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49264,1,2021-01-09,Cheryl Sanz,cheryl23@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49267,1,2021-01-09,Javier Navarro,javier4@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49260,1,2021-01-09,Brett Sanchez,brett20@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49261,1,2021-01-09,Linda Carlson,linda33@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49268,1,2021-01-09,Mackenzie James,mackenzie6@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49259,1,2021-01-09,Walter Ramos,walter10@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49271,1,2021-01-10,Kevin Simmons,kevin18@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49272,1,2021-01-10,Alejandro Kumar,alejandro34@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49269,1,2021-01-10,Jada Rogers,jada11@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49273,1,2021-01-10,Nicole Ward,nicole39@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49274,1,2021-01-10,Jennifer Ramirez,jennifer69@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49275,1,2021-01-10,Curtis Zheng,curtis16@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49270,1,2021-01-10,Melinda Gutierrez,melinda6@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49276,1,2021-01-11,Wesley He,wesley18@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49279,1,2021-01-11,Tanya Ramos,tanya14@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49278,1,2021-01-11,Madison Foster,madison28@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49277,1,2021-01-11,Nathan Hill,nathan42@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49287,1,2021-01-12,Rebekah Garcia,rebekah14@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49282,1,2021-01-12,Ricardo Kumar,ricardo7@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49288,1,2021-01-12,Isaac Cook,isaac21@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49283,1,2021-01-12,Latasha Romero,latasha9@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49280,1,2021-01-12,Ronnie Ma,ronnie14@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49281,1,2021-01-12,Tanya Blanco,tanya12@adventure-works.com,"Road-650 Black, 52",1,782.99,62.6392
SO49284,1,2021-01-12,Tanya Munoz,tanya3@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49285,1,2021-01-12,Robert Henderson,robert18@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49286,1,2021-01-12,Chloe Turner,chloe2@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49289,1,2021-01-12,Stacey She,stacey24@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO49299,1,2021-01-13,Rafael Nath,rafael42@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49291,1,2021-01-13,Bridget Raje,bridget16@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49292,1,2021-01-13,Joe Patel,joe7@adventure-works.com,"Road-550-W Yellow, 48",1,1000.4375,80.035
SO49290,1,2021-01-13,Jenny Zeng,jenny24@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49298,1,2021-01-13,Jenny Tang,jenny27@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49300,1,2021-01-13,Roberto Gill,roberto14@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO49294,1,2021-01-13,Mariah Russell,mariah24@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49297,1,2021-01-13,Lacey Zhang,lacey12@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49296,1,2021-01-13,Thomas Moore,thomas69@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49293,1,2021-01-13,Felicia Blanco,felicia15@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49295,1,2021-01-13,Casey Kumar,casey8@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49307,1,2021-01-14,Jack Li,jack27@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49308,1,2021-01-14,Ian Harris,ian13@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49306,1,2021-01-14,Rachel Taylor,rachel11@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49305,1,2021-01-14,Mya Butler,mya14@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49309,1,2021-01-14,Mario Rai,mario16@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO49303,1,2021-01-14,Franklin Xu,franklin23@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49310,1,2021-01-14,Megan Rivera,megan37@adventure-works.com,"Road-650 Black, 62",1,782.99,62.6392
SO49302,1,2021-01-14,Ann Lopez,ann21@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49301,1,2021-01-14,Kristi Sai,kristi22@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49304,1,2021-01-14,Kelsey Rai,kelsey16@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO49311,1,2021-01-14,Derek Chande,derek13@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO49312,1,2021-01-15,Xavier Anderson,xavier7@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49317,1,2021-01-15,Ian King,ian25@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO49314,1,2021-01-15,Robyn Munoz,robyn5@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49315,1,2021-01-15,Stacey Yang,stacey5@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49313,1,2021-01-15,Nathan Wang,nathan21@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49316,1,2021-01-15,Pedro Mu�oz,pedro28@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49320,1,2021-01-15,Naomi Ruiz,naomi2@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49319,1,2021-01-15,Patricia Perez,patricia22@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49322,1,2021-01-15,Candice Cai,candice5@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO49321,1,2021-01-15,Taylor Flores,taylor37@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49318,1,2021-01-15,Emily Davis,emily5@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49325,1,2021-01-16,Christy Ye,christy9@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49323,1,2021-01-16,Shannon Torres,shannon33@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49324,1,2021-01-16,Ruth Suri,ruth6@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49326,1,2021-01-16,Hunter Garcia,hunter48@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49328,1,2021-01-17,Casey Nara,casey18@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49329,1,2021-01-17,Stephanie King,stephanie64@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49327,1,2021-01-17,Darryl Ye,darryl9@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49330,1,2021-01-17,Jill Suarez,jill27@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49331,1,2021-01-17,Jacquelyn Gutierrez,jacquelyn11@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49332,1,2021-01-17,Patrick Sands,patrick4@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49334,1,2021-01-17,Brandon Ross,brandon1@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49333,1,2021-01-17,Lisa Huang,lisa9@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49338,1,2021-01-17,Alisha Guo,alisha18@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49336,1,2021-01-17,Steve Liu,steve8@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49335,1,2021-01-17,Jenny Kumar,jenny31@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49337,1,2021-01-17,Jade Kelly,jade1@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49347,1,2021-01-18,Darren Munoz,darren29@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49348,1,2021-01-18,Francis Serrano,francis14@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49345,1,2021-01-18,Ricky Alonso,ricky8@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49344,1,2021-01-18,Wyatt Mitchell,wyatt40@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49343,1,2021-01-18,Melinda Torres,melinda7@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49346,1,2021-01-18,Karl Kumar,karl8@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49342,1,2021-01-18,Jillian Fernandez,jillian16@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49341,1,2021-01-18,Jill Ashe,jill12@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO49339,1,2021-01-18,Shane Sanchez,shane23@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49340,1,2021-01-18,Tyrone Rubio,tyrone20@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49350,1,2021-01-18,Cassidy Wood,cassidy2@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO49349,1,2021-01-18,Angel Brooks,angel0@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49351,1,2021-01-18,Austin Alexander,austin15@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO49361,1,2021-01-19,Mandy Chen,mandy3@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49352,1,2021-01-19,Morgan Smith,morgan23@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49353,1,2021-01-19,Brian Sanchez,brian29@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO49359,1,2021-01-19,Xavier Turner,xavier37@adventure-works.com,"Road-550-W Yellow, 42",1,1000.4375,80.035
SO49355,1,2021-01-19,Ruben Suarez,ruben42@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49354,1,2021-01-19,Brandon Lal,brandon26@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49356,1,2021-01-19,Bruce Lopez,bruce16@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49357,1,2021-01-19,Justin Martin,justin42@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49360,1,2021-01-19,Gabriella Perez,gabriella35@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49358,1,2021-01-19,Dakota Russell,dakota16@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49366,1,2021-01-20,Kathryn Jai,kathryn10@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49365,1,2021-01-20,Kendra Munoz,kendra7@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49364,1,2021-01-20,Katie Nath,katie21@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49370,1,2021-01-20,Ebony Hernandez,ebony26@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49363,1,2021-01-20,Madison Clark,madison20@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49362,1,2021-01-20,Micheal Rubio,micheal17@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49369,1,2021-01-20,Tyler Lewis,tyler21@adventure-works.com,"Road-650 Black, 52",1,782.99,62.6392
SO49368,1,2021-01-20,Lucas Ramirez,lucas79@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO49367,1,2021-01-20,Yolanda Rai,yolanda16@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49371,1,2021-01-20,Joanna Serrano,joanna15@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO49380,1,2021-01-21,Andrea Baker,andrea38@adventure-works.com,"Road-650 Black, 62",1,782.99,62.6392
SO49381,1,2021-01-21,Ivan Lopez,ivan13@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49372,1,2021-01-21,Bianca Liang,bianca13@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49373,1,2021-01-21,Deanna Hernandez,deanna29@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO49374,1,2021-01-21,Laura Li,laura10@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49376,1,2021-01-21,Shane Gonzalez,shane21@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49375,1,2021-01-21,Preston Raman,preston11@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49377,1,2021-01-21,Rosa Chen,rosa2@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49382,1,2021-01-21,Jessie Romero,jessie15@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO49383,1,2021-01-21,Meredith Rana,meredith10@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO49378,1,2021-01-21,Charles Brown,charles7@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49379,1,2021-01-21,Jennifer Rodriguez,jennifer47@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49384,1,2021-01-21,Lydia Patel,lydia2@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49394,1,2021-01-22,Derrick Rubio,derrick19@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49393,1,2021-01-22,Casey Alonso,casey32@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49395,1,2021-01-22,Donna Pal,donna11@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49388,1,2021-01-22,Crystal Zeng,crystal1@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49392,1,2021-01-22,Melody Jimenez,melody6@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49391,1,2021-01-22,Adam Lal,adam25@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49389,1,2021-01-22,Jerry Andersen,jerry14@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO49390,1,2021-01-22,Marcus Robinson,marcus19@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO49385,1,2021-01-22,Renee Hernandez,renee3@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49386,1,2021-01-22,Seth Sanchez,seth88@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO49387,1,2021-01-22,Jarrod Mehta,jarrod14@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49397,1,2021-01-23,Kaylee Gray,kaylee4@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO49396,1,2021-01-23,Carlos Evans,carlos26@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49398,1,2021-01-23,Valerie Huang,valerie7@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO49404,1,2021-01-24,Rachael Lopez,rachael15@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49399,1,2021-01-24,Randall Ortega,randall24@adventure-works.com,"Road-650 Black, 44",1,782.99,62.6392
